session_id,facility_id,facility_name,county,mentor_id,provider_id,provider_cadre,session_date,session_type,scenario,steps_expected,steps_done_correctly,teamwork_score,communication_score,guideline_adherence_score,overall_competence_level,followup_required,followup_type
S00529,F007,F007 Facility,Kakamega,M012,P093,clinical_officer,2024-04-07,simulation_drill,routine_delivery,16,12,2,5,4,intermediate,True,none
S00530,F030,F030 Facility,Kisumu,M002,P090,clinical_officer,2024-08-05,simulation_drill,sepsis,10,4,2,4,5,beginner,True,repeat_drill
S00531,F026,F026 Facility,Bungoma,M011,P079,clinical_officer,2024-04-17,simulation_drill,neonatal_resuscitation,15,14,2,2,3,advanced,False,none
S00532,F020,F020 Facility,Machakos,M003,P002,clinical_officer,2024-06-21,simulation_drill,routine_delivery,16,16,4,3,4,advanced,False,none
S00533,F015,F015 Facility,Bungoma,M012,P006,clinical_officer,2024-11-26,bedside_coaching,routine_delivery,13,10,4,2,5,intermediate,True,none
S00534,F019,F019 Facility,Nairobi,M018,P061,clinical_officer,2025-07-11,bedside_coaching,neonatal_resuscitation,12,7,2,5,2,beginner,True,repeat_drill
S00535,F005,F005 Facility,Bungoma,M012,P077,clinical_officer,2024-02-19,bedside_coaching,eclampsia,8,8,2,2,3,advanced,False,none
S00536,F030,F030 Facility,Nairobi,M007,P007,nurse_midwife,2024-12-03,simulation_drill,PPH,15,12,3,3,3,intermediate,True,none
S00537,F007,F007 Facility,Bungoma,M012,P019,clinical_officer,2025-08-15,simulation_drill,neonatal_resuscitation,15,11,3,4,2,intermediate,True,none
S00538,F023,F023 Facility,Machakos,M004,P101,nurse_midwife,2024-05-26,bedside_coaching,eclampsia,15,15,3,3,4,advanced,False,none
S00539,F017,F017 Facility,Kakamega,M014,P023,clinical_officer,2024-10-08,simulation_drill,eclampsia,8,5,2,3,2,intermediate,True,none
S00540,F003,F003 Facility,Kisumu,M010,P083,clinical_officer,2024-01-16,simulation_drill,neonatal_resuscitation,12,10,5,2,2,intermediate,True,none
S00541,F022,F022 Facility,Kiambu,M001,P064,nurse_midwife,2024-09-09,bedside_coaching,sepsis,14,12,5,3,2,advanced,False,none
S00542,F020,F020 Facility,Kisumu,M013,P002,clinical_officer,2024-07-13,bedside_coaching,eclampsia,9,8,2,4,2,advanced,False,none
S00543,F008,F008 Facility,Machakos,M010,P119,nurse_midwife,2024-04-15,simulation_drill,PPH,12,5,5,4,5,beginner,True,repeat_drill
S00544,F023,F023 Facility,Murang'a,M003,P036,clinical_officer,2025-01-08,simulation_drill,PPH,12,6,3,2,4,beginner,True,repeat_drill
S00545,F008,F008 Facility,Kiambu,M018,P112,clinical_officer,2025-03-14,bedside_coaching,sepsis,10,9,4,5,4,advanced,False,none
S00546,F013,F013 Facility,Murang'a,M005,P005,clinical_officer,2025-06-19,CME_session,PPH,14,7,5,4,3,beginner,True,repeat_drill
S00547,F003,F003 Facility,Nairobi,M003,P097,clinical_officer,2025-01-24,simulation_drill,routine_delivery,16,11,5,2,3,intermediate,True,none
S00548,F016,F016 Facility,Murang'a,M015,P069,nurse_midwife,2024-04-01,bedside_coaching,sepsis,10,7,4,3,4,intermediate,True,none
S00549,F025,F025 Facility,Nairobi,M006,P031,nurse_midwife,2024-09-28,CME_session,eclampsia,16,14,5,5,4,advanced,False,none
S00550,F023,F023 Facility,Busia,M008,P063,nurse_midwife,2024-09-18,CME_session,eclampsia,15,7,3,2,3,beginner,True,repeat_drill
S00551,F008,F008 Facility,Machakos,M003,P067,clinical_officer,2024-10-22,bedside_coaching,PPH,12,5,4,5,3,beginner,True,repeat_drill
S00552,F030,F030 Facility,Busia,M012,P093,clinical_officer,2025-01-02,CME_session,routine_delivery,12,6,3,5,2,beginner,True,repeat_drill
S00553,F030,F030 Facility,Bungoma,M008,P081,nurse_midwife,2024-06-08,bedside_coaching,routine_delivery,9,6,2,3,4,intermediate,True,none
S00554,F028,F028 Facility,Bungoma,M015,P035,clinical_officer,2025-03-22,simulation_drill,neonatal_resuscitation,10,6,4,2,4,intermediate,True,none
S00555,F005,F005 Facility,Kakamega,M014,P041,clinical_officer,2024-06-07,bedside_coaching,PPH,9,6,5,2,4,intermediate,True,none
S00556,F013,F013 Facility,Kakamega,M001,P057,nurse_midwife,2024-11-08,bedside_coaching,sepsis,11,6,5,2,4,beginner,True,repeat_drill
S00557,F025,F025 Facility,Murang'a,M016,P097,nurse_midwife,2025-04-18,bedside_coaching,sepsis,9,7,5,5,3,intermediate,True,none
S00558,F016,F016 Facility,Busia,M006,P115,clinical_officer,2024-06-21,bedside_coaching,routine_delivery,15,7,4,2,3,beginner,True,repeat_drill
S00559,F028,F028 Facility,Busia,M017,P019,clinical_officer,2024-04-18,simulation_drill,neonatal_resuscitation,14,5,5,5,4,beginner,True,repeat_drill
S00560,F022,F022 Facility,Kiambu,M014,P091,nurse_midwife,2024-06-30,bedside_coaching,neonatal_resuscitation,12,9,5,2,2,intermediate,True,none
S00561,F010,F010 Facility,Nairobi,M007,P019,clinical_officer,2025-06-17,bedside_coaching,routine_delivery,16,11,4,2,2,intermediate,True,none
S00562,F013,F013 Facility,Machakos,M013,P045,clinical_officer,2024-07-17,CME_session,routine_delivery,12,7,5,4,2,beginner,True,repeat_drill
S00563,F030,F030 Facility,Machakos,M004,P046,nurse_midwife,2025-05-29,simulation_drill,sepsis,8,6,5,4,5,intermediate,True,none
S00564,F025,F025 Facility,Busia,M019,P049,nurse_midwife,2024-01-17,CME_session,eclampsia,8,5,3,3,5,intermediate,True,none
S00565,F005,F005 Facility,Busia,M008,P087,nurse_midwife,2024-08-01,bedside_coaching,routine_delivery,8,6,4,5,3,intermediate,True,none
S00566,F030,F030 Facility,Murang'a,M012,P084,nurse_midwife,2024-06-15,CME_session,PPH,13,8,4,4,5,intermediate,True,none
S00567,F008,F008 Facility,Kisumu,M002,P044,nurse_midwife,2024-02-28,bedside_coaching,neonatal_resuscitation,13,7,2,2,5,beginner,True,repeat_drill
S00568,F021,F021 Facility,Bungoma,M018,P066,nurse_midwife,2025-08-15,bedside_coaching,routine_delivery,14,5,3,4,3,beginner,True,repeat_drill
S00569,F019,F019 Facility,Kiambu,M005,P048,clinical_officer,2024-02-27,simulation_drill,PPH,13,7,2,5,5,beginner,True,repeat_drill
S00570,F013,F013 Facility,Nairobi,M006,P068,nurse_midwife,2024-09-20,CME_session,routine_delivery,10,10,5,4,5,advanced,False,none
S00571,F028,F028 Facility,Kiambu,M012,P034,nurse_midwife,2025-01-28,simulation_drill,PPH,15,12,4,3,3,intermediate,True,none
S00572,F008,F008 Facility,Bungoma,M019,P026,clinical_officer,2025-04-22,CME_session,neonatal_resuscitation,14,9,3,2,3,intermediate,True,none
S00573,F010,F010 Facility,Machakos,M009,P104,clinical_officer,2025-02-09,bedside_coaching,PPH,14,13,2,4,4,advanced,False,none
S00574,F013,F013 Facility,Kiambu,M013,P040,nurse_midwife,2025-01-13,bedside_coaching,routine_delivery,14,6,5,5,5,beginner,True,repeat_drill
S00575,F001,F001 Facility,Kiambu,M020,P049,nurse_midwife,2024-10-18,CME_session,sepsis,15,12,3,2,5,intermediate,True,none
S00576,F010,F010 Facility,Nairobi,M016,P094,nurse_midwife,2025-05-23,simulation_drill,PPH,10,9,2,5,4,advanced,False,none
S00577,F013,F013 Facility,Kisumu,M010,P112,clinical_officer,2025-02-04,bedside_coaching,routine_delivery,10,5,4,3,5,beginner,True,repeat_drill
S00578,F018,F018 Facility,Kakamega,M018,P003,clinical_officer,2025-06-19,bedside_coaching,PPH,12,10,4,4,5,intermediate,True,none
S00579,F029,F029 Facility,Kisumu,M018,P111,nurse_midwife,2024-12-16,CME_session,sepsis,13,11,5,5,3,intermediate,True,none
S00580,F017,F017 Facility,Kiambu,M007,P084,nurse_midwife,2024-05-08,CME_session,eclampsia,13,10,3,5,5,intermediate,True,none
S00581,F007,F007 Facility,Kiambu,M016,P027,clinical_officer,2025-02-06,CME_session,sepsis,14,10,5,4,5,intermediate,True,none
S00582,F010,F010 Facility,Busia,M016,P046,nurse_midwife,2024-09-29,simulation_drill,routine_delivery,9,6,5,2,5,intermediate,True,none
S00583,F025,F025 Facility,Kisumu,M011,P054,nurse_midwife,2024-10-16,bedside_coaching,PPH,9,5,5,2,3,beginner,True,repeat_drill
S00584,F004,F004 Facility,Nairobi,M014,P079,clinical_officer,2025-03-05,bedside_coaching,eclampsia,9,7,5,3,3,intermediate,True,none
S00585,F006,F006 Facility,Machakos,M007,P009,clinical_officer,2025-06-13,simulation_drill,neonatal_resuscitation,14,8,3,5,2,beginner,True,repeat_drill
S00586,F025,F025 Facility,Machakos,M016,P072,clinical_officer,2024-06-10,bedside_coaching,sepsis,8,5,2,4,5,intermediate,True,none
S00587,F019,F019 Facility,Kiambu,M015,P104,nurse_midwife,2024-03-15,simulation_drill,routine_delivery,12,11,3,4,4,advanced,False,none
S00588,F010,F010 Facility,Kiambu,M001,P063,nurse_midwife,2024-12-25,simulation_drill,PPH,14,9,5,5,4,intermediate,True,none
S00589,F030,F030 Facility,Machakos,M002,P005,clinical_officer,2024-12-01,bedside_coaching,sepsis,16,9,5,4,3,beginner,True,repeat_drill
S00590,F005,F005 Facility,Machakos,M013,P119,clinical_officer,2025-05-04,CME_session,sepsis,10,4,4,2,4,beginner,True,repeat_drill
S00591,F009,F009 Facility,Machakos,M001,P027,clinical_officer,2024-05-27,simulation_drill,sepsis,8,6,5,3,2,intermediate,True,none
S00592,F030,F030 Facility,Busia,M014,P054,clinical_officer,2024-01-29,CME_session,routine_delivery,8,7,2,5,5,advanced,False,none
S00593,F005,F005 Facility,Kiambu,M004,P019,nurse_midwife,2024-02-11,bedside_coaching,sepsis,9,8,4,3,5,advanced,False,none
S00594,F026,F026 Facility,Kisumu,M004,P053,clinical_officer,2025-01-01,CME_session,PPH,16,6,3,5,5,beginner,True,repeat_drill
S00595,F023,F023 Facility,Machakos,M018,P049,nurse_midwife,2024-01-29,simulation_drill,PPH,10,5,3,2,4,beginner,True,repeat_drill
S00596,F001,F001 Facility,Bungoma,M009,P063,nurse_midwife,2024-10-28,CME_session,routine_delivery,11,10,2,4,5,advanced,False,none
S00597,F001,F001 Facility,Machakos,M010,P002,clinical_officer,2025-08-03,CME_session,neonatal_resuscitation,12,10,3,4,4,intermediate,True,none
S00598,F010,F010 Facility,Kiambu,M014,P109,clinical_officer,2024-04-01,CME_session,sepsis,15,10,3,2,3,intermediate,True,none
S00599,F006,F006 Facility,Murang'a,M001,P015,clinical_officer,2025-01-28,simulation_drill,PPH,10,9,3,3,2,advanced,False,none
S00600,F013,F013 Facility,Kisumu,M015,P020,clinical_officer,2025-05-02,CME_session,PPH,16,6,4,2,2,beginner,True,repeat_drill
S00601,F020,F020 Facility,Murang'a,M002,P078,nurse_midwife,2024-10-04,bedside_coaching,routine_delivery,16,12,2,5,5,intermediate,True,none
S00602,F027,F027 Facility,Machakos,M009,P017,nurse_midwife,2024-03-30,CME_session,neonatal_resuscitation,9,5,2,4,3,beginner,True,repeat_drill
S00603,F016,F016 Facility,Murang'a,M015,P113,clinical_officer,2024-12-25,bedside_coaching,sepsis,9,6,3,3,4,intermediate,True,none
S00604,F004,F004 Facility,Machakos,M001,P090,nurse_midwife,2025-06-12,bedside_coaching,PPH,16,11,2,2,4,intermediate,True,none
S00605,F026,F026 Facility,Machakos,M019,P023,clinical_officer,2024-09-17,bedside_coaching,PPH,10,6,5,5,2,intermediate,True,none
S00606,F028,F028 Facility,Kisumu,M002,P113,clinical_officer,2025-01-29,CME_session,neonatal_resuscitation,10,5,5,2,3,beginner,True,repeat_drill
S00607,F024,F024 Facility,Machakos,M019,P016,clinical_officer,2024-08-12,simulation_drill,PPH,13,11,2,5,3,intermediate,True,none
S00608,F009,F009 Facility,Kisumu,M003,P066,nurse_midwife,2024-02-26,CME_session,PPH,14,5,5,2,5,beginner,True,repeat_drill
S00609,F017,F017 Facility,Nairobi,M007,P044,nurse_midwife,2025-06-14,CME_session,neonatal_resuscitation,16,11,5,3,3,intermediate,True,none
S00610,F009,F009 Facility,Machakos,M015,P008,nurse_midwife,2025-03-17,bedside_coaching,routine_delivery,8,7,4,3,4,advanced,False,none
S00611,F016,F016 Facility,Nairobi,M019,P021,nurse_midwife,2024-09-25,CME_session,sepsis,15,7,2,2,5,beginner,True,repeat_drill
S00612,F005,F005 Facility,Kiambu,M006,P090,clinical_officer,2024-03-14,bedside_coaching,sepsis,11,7,2,5,5,intermediate,True,none
S00613,F006,F006 Facility,Busia,M010,P011,nurse_midwife,2024-06-18,bedside_coaching,eclampsia,8,4,2,2,3,beginner,True,repeat_drill
S00614,F001,F001 Facility,Murang'a,M003,P039,nurse_midwife,2024-05-05,CME_session,eclampsia,10,6,4,2,4,intermediate,True,none
S00615,F026,F026 Facility,Murang'a,M017,P077,nurse_midwife,2024-08-23,simulation_drill,sepsis,9,6,3,2,3,intermediate,True,none
S00616,F019,F019 Facility,Busia,M017,P061,nurse_midwife,2025-06-25,bedside_coaching,sepsis,10,10,2,3,2,advanced,False,none
S00617,F010,F010 Facility,Machakos,M013,P065,nurse_midwife,2024-01-08,simulation_drill,sepsis,11,9,5,5,4,intermediate,True,none
S00618,F006,F006 Facility,Busia,M015,P068,clinical_officer,2024-06-01,bedside_coaching,eclampsia,15,6,2,3,4,beginner,True,repeat_drill
S00619,F028,F028 Facility,Kakamega,M015,P081,clinical_officer,2024-09-13,CME_session,neonatal_resuscitation,9,5,2,4,4,beginner,True,repeat_drill
S00620,F009,F009 Facility,Machakos,M009,P006,nurse_midwife,2025-01-16,CME_session,routine_delivery,11,6,4,4,2,beginner,True,repeat_drill
S00621,F001,F001 Facility,Machakos,M001,P115,clinical_officer,2024-10-07,CME_session,neonatal_resuscitation,9,7,3,2,4,intermediate,True,none
S00622,F020,F020 Facility,Bungoma,M001,P072,clinical_officer,2024-05-17,bedside_coaching,neonatal_resuscitation,12,10,5,5,5,intermediate,True,none
S00623,F011,F011 Facility,Murang'a,M015,P102,clinical_officer,2025-07-03,simulation_drill,neonatal_resuscitation,16,12,3,3,4,intermediate,True,none
S00624,F016,F016 Facility,Kiambu,M004,P102,clinical_officer,2024-06-03,simulation_drill,routine_delivery,9,6,5,4,4,intermediate,True,none
S00625,F014,F014 Facility,Murang'a,M003,P104,clinical_officer,2024-03-16,bedside_coaching,neonatal_resuscitation,9,9,2,2,5,advanced,False,none
S00626,F002,F002 Facility,Kakamega,M020,P089,clinical_officer,2024-10-22,CME_session,eclampsia,12,6,3,2,5,beginner,True,repeat_drill
S00627,F023,F023 Facility,Bungoma,M016,P084,clinical_officer,2025-06-14,bedside_coaching,eclampsia,9,4,4,3,4,beginner,True,repeat_drill
S00628,F028,F028 Facility,Bungoma,M007,P008,clinical_officer,2024-10-30,bedside_coaching,eclampsia,15,7,2,5,4,beginner,True,repeat_drill
S00629,F007,F007 Facility,Kisumu,M018,P027,nurse_midwife,2024-10-06,simulation_drill,neonatal_resuscitation,16,16,4,2,3,advanced,False,none
S00630,F007,F007 Facility,Murang'a,M020,P048,clinical_officer,2024-07-20,simulation_drill,eclampsia,9,9,3,4,5,advanced,False,none
S00631,F019,F019 Facility,Murang'a,M014,P079,clinical_officer,2025-07-18,CME_session,eclampsia,13,9,5,5,5,intermediate,True,none
S00632,F026,F026 Facility,Machakos,M019,P064,nurse_midwife,2025-05-29,CME_session,routine_delivery,8,5,4,3,5,intermediate,True,none
S00633,F028,F028 Facility,Kiambu,M014,P037,clinical_officer,2025-01-03,CME_session,eclampsia,14,11,3,4,2,intermediate,True,none
S00634,F028,F028 Facility,Murang'a,M020,P052,clinical_officer,2025-01-14,CME_session,neonatal_resuscitation,12,8,4,2,5,intermediate,True,none
S00635,F013,F013 Facility,Kakamega,M006,P066,nurse_midwife,2025-02-10,CME_session,eclampsia,10,6,2,2,2,intermediate,True,none
S00636,F004,F004 Facility,Busia,M007,P073,nurse_midwife,2024-01-18,simulation_drill,PPH,10,6,2,4,5,intermediate,True,none
S00637,F021,F021 Facility,Kisumu,M007,P069,clinical_officer,2024-05-06,bedside_coaching,PPH,15,8,2,5,2,beginner,True,repeat_drill
S00638,F019,F019 Facility,Kiambu,M009,P008,clinical_officer,2024-12-06,CME_session,PPH,11,10,4,2,4,advanced,False,none
S00639,F002,F002 Facility,Kakamega,M012,P005,nurse_midwife,2024-05-03,CME_session,routine_delivery,15,11,4,5,4,intermediate,True,none
S00640,F003,F003 Facility,Bungoma,M017,P041,clinical_officer,2025-02-20,simulation_drill,eclampsia,11,5,5,5,2,beginner,True,repeat_drill
S00641,F027,F027 Facility,Machakos,M003,P064,nurse_midwife,2024-04-18,simulation_drill,routine_delivery,11,6,3,2,3,beginner,True,repeat_drill
S00642,F001,F001 Facility,Kisumu,M015,P011,nurse_midwife,2024-12-26,CME_session,routine_delivery,9,4,2,4,5,beginner,True,repeat_drill
S00643,F028,F028 Facility,Bungoma,M013,P018,nurse_midwife,2024-08-10,simulation_drill,routine_delivery,8,7,4,5,5,advanced,False,none
S00644,F013,F013 Facility,Kisumu,M013,P103,clinical_officer,2024-11-28,CME_session,eclampsia,12,6,4,4,5,beginner,True,repeat_drill
S00645,F027,F027 Facility,Murang'a,M008,P120,nurse_midwife,2024-02-12,simulation_drill,PPH,15,7,4,5,2,beginner,True,repeat_drill
S00646,F013,F013 Facility,Bungoma,M006,P047,nurse_midwife,2024-02-17,simulation_drill,eclampsia,10,6,2,4,2,intermediate,True,none
S00647,F025,F025 Facility,Nairobi,M019,P045,nurse_midwife,2024-02-22,bedside_coaching,routine_delivery,9,4,2,5,4,beginner,True,repeat_drill
S00648,F004,F004 Facility,Kakamega,M014,P084,nurse_midwife,2025-04-06,simulation_drill,sepsis,14,10,2,4,3,intermediate,True,none
S00649,F021,F021 Facility,Busia,M012,P011,clinical_officer,2024-08-29,bedside_coaching,eclampsia,11,9,4,4,4,intermediate,True,none
S00650,F014,F014 Facility,Machakos,M018,P114,clinical_officer,2025-04-14,bedside_coaching,sepsis,10,7,2,2,5,intermediate,True,none
S00651,F010,F010 Facility,Nairobi,M004,P078,nurse_midwife,2025-01-17,CME_session,PPH,9,6,4,2,4,intermediate,True,none
S00652,F004,F004 Facility,Kisumu,M010,P066,clinical_officer,2024-12-09,bedside_coaching,PPH,12,4,4,5,4,beginner,True,repeat_drill
S00653,F009,F009 Facility,Kakamega,M019,P106,clinical_officer,2025-04-18,bedside_coaching,neonatal_resuscitation,13,12,5,2,3,advanced,False,none
S00654,F008,F008 Facility,Kakamega,M011,P018,nurse_midwife,2024-01-27,bedside_coaching,PPH,8,4,2,4,2,beginner,True,repeat_drill
S00655,F016,F016 Facility,Bungoma,M009,P022,nurse_midwife,2024-04-10,simulation_drill,PPH,10,10,5,3,3,advanced,False,none
S00656,F002,F002 Facility,Kakamega,M006,P004,nurse_midwife,2024-10-31,simulation_drill,routine_delivery,11,6,4,5,5,beginner,True,repeat_drill
S00657,F024,F024 Facility,Busia,M008,P058,nurse_midwife,2024-07-31,simulation_drill,sepsis,11,6,3,4,5,beginner,True,repeat_drill
S00658,F004,F004 Facility,Murang'a,M015,P060,clinical_officer,2025-08-14,bedside_coaching,routine_delivery,14,7,4,3,4,beginner,True,repeat_drill
S00659,F030,F030 Facility,Machakos,M011,P042,clinical_officer,2024-05-02,bedside_coaching,neonatal_resuscitation,13,9,2,4,3,intermediate,True,none
S00660,F014,F014 Facility,Nairobi,M016,P017,clinical_officer,2024-08-28,simulation_drill,routine_delivery,12,7,4,5,2,beginner,True,repeat_drill
S00661,F014,F014 Facility,Kakamega,M005,P047,nurse_midwife,2025-08-04,CME_session,sepsis,9,7,3,3,5,intermediate,True,none
S00662,F011,F011 Facility,Busia,M012,P003,nurse_midwife,2025-03-14,simulation_drill,routine_delivery,8,5,4,4,4,intermediate,True,none
S00663,F009,F009 Facility,Kisumu,M006,P118,clinical_officer,2024-12-18,simulation_drill,sepsis,8,7,2,4,5,advanced,False,none
S00664,F014,F014 Facility,Nairobi,M018,P031,clinical_officer,2024-02-25,bedside_coaching,PPH,16,10,3,4,4,intermediate,True,none
S00665,F001,F001 Facility,Machakos,M009,P082,clinical_officer,2024-02-24,simulation_drill,neonatal_resuscitation,15,10,3,4,2,intermediate,True,none
S00666,F008,F008 Facility,Murang'a,M018,P029,clinical_officer,2024-02-06,simulation_drill,PPH,14,8,2,2,4,beginner,True,repeat_drill
S00667,F012,F012 Facility,Kakamega,M010,P050,nurse_midwife,2025-02-08,bedside_coaching,eclampsia,16,6,4,3,2,beginner,True,repeat_drill
S00668,F020,F020 Facility,Bungoma,M010,P078,nurse_midwife,2025-03-01,bedside_coaching,PPH,14,10,4,4,5,intermediate,True,none
S00669,F015,F015 Facility,Murang'a,M011,P082,clinical_officer,2024-07-15,bedside_coaching,eclampsia,8,6,3,3,2,intermediate,True,none
S00670,F020,F020 Facility,Murang'a,M003,P092,nurse_midwife,2025-07-22,simulation_drill,PPH,9,7,2,3,5,intermediate,True,none
S00671,F016,F016 Facility,Murang'a,M015,P095,clinical_officer,2025-07-26,CME_session,routine_delivery,16,4,2,5,5,beginner,True,repeat_drill
S00672,F030,F030 Facility,Nairobi,M017,P085,clinical_officer,2024-07-23,simulation_drill,PPH,14,11,5,4,2,intermediate,True,none
S00673,F020,F020 Facility,Murang'a,M006,P063,nurse_midwife,2024-10-27,CME_session,PPH,11,8,2,4,2,intermediate,True,none
S00674,F012,F012 Facility,Kakamega,M009,P049,clinical_officer,2025-05-04,CME_session,eclampsia,11,8,4,3,4,intermediate,True,none
S00675,F027,F027 Facility,Murang'a,M017,P002,nurse_midwife,2024-12-10,simulation_drill,neonatal_resuscitation,15,7,4,5,3,beginner,True,repeat_drill
S00676,F028,F028 Facility,Nairobi,M008,P005,nurse_midwife,2024-01-12,simulation_drill,routine_delivery,8,4,3,5,5,beginner,True,repeat_drill
S00677,F002,F002 Facility,Kiambu,M012,P042,clinical_officer,2025-01-07,bedside_coaching,PPH,15,9,4,2,2,intermediate,True,none
S00678,F027,F027 Facility,Busia,M006,P050,clinical_officer,2024-05-21,bedside_coaching,neonatal_resuscitation,14,6,3,5,5,beginner,True,repeat_drill
